id	file	section	line	kind	disposition	target	duplicate_of	near_duplicate_of	sentence	phase3
R0830	.agents/contracts/github-reconciliation.md	Reconciliation	97	method	contract:github	contract:github			For `no-material-effect`, record the commit and a concrete English reason after inspection.	moved:contract:github
R0831	.agents/contracts/github-reconciliation.md	Reconciliation	97	workflow	contract:github	contract:github			Do not add document prose or move the stage cursor merely because a configured path changed.	moved:contract:github
R0832	.agents/contracts/github-reconciliation.md	Reconciliation	101	prohibition	contract:github	contract:github			If any side effect fails, do not add the reconciliation row.	moved:contract:github
R0833	.agents/contracts/github-reconciliation.md	Reconciliation	101	workflow	contract:github	contract:github			The commit must remain pending on the next invocation.	moved:contract:github
R0834	.agents/contracts/github-reconciliation.md	Approval effects	106	confirmation	contract:github	contract:github			Satisfying a gate already selected by an approved strategy does not itself invalidate that approval.	moved:contract:github
R0835	.agents/contracts/github-reconciliation.md	Approval effects	106	evidence	contract:github	contract:github			For example, verified MIT License publication removes the publication blocker and updates proof and claim boundaries while the approved audience, offer, acquisition focus, and experiment may remain intact.	moved:contract:github
R0836	.agents/contracts/github-reconciliation.md	Approval effects	111	workflow	contract:github	contract:github			When a GitHub change alters an approved audience, offer, positioning, acquisition focus, budget, threshold, or other material direction, mark that professional artifact stale under the document-confirmation contract, move the cursor to its stage, and require fresh operator approval of the corrected document before downstream work.	moved:contract:github
R0837	.agents/contracts/pipeline-reconciliation.md	Purpose	5	gate-candidate	gate	gate			The current checked-out `.agents/workflows/pre-development.md`, its referenced roles, templates, contracts, and the active Workspace index define the pipeline that every framework and downstream project must satisfy.	executable:pipeline definition
R0838	.agents/contracts/pipeline-reconciliation.md	Purpose	5	workflow	workflow	workflow			After those shared files are synchronized into a repository, the next `singlepagestartup` invocation must discover any artifact work introduced by the new pipeline without relying on chat history, context compaction, a stored pipeline version, or a separate user command.	kept:workflow
R0839	.agents/contracts/pipeline-reconciliation.md	Purpose	13	workflow	workflow	workflow			Run this reconciliation on every invocation after the mandatory GitHub preflight and after reading the repository-owned layer cursor, but before accepting the cursor or launching a professional owner.	kept:workflow
R0840	.agents/contracts/pipeline-reconciliation.md	Purpose	13	migration	split	gate + workflow			The repeated comparison is the change detector; do not add a workflow version, migration ledger, timestamp, or pipeline hash to the cursor or living artifacts.	split:gate + workflow
R0841	.agents/contracts/pipeline-reconciliation.md	Purpose	20	gate-candidate	gate	gate			It is not an automated prose-quality score and it never marks a professional artifact complete merely because headings exist.	executable:pipeline definition
R0842	.agents/contracts/pipeline-reconciliation.md	Retiring the former Decision Profile	26	migration	migration	migration			Do not recreate `knowledge/decision-profile/<layer>.md` or its template.	removed:retired-procedure
R0843	.agents/contracts/pipeline-reconciliation.md	Retiring the former Decision Profile	26	migration	migration	migration			If an older checkout still has it, inspect that active layer once during migration.	removed:retired-procedure
R0844	.agents/contracts/pipeline-reconciliation.md	Retiring the former Decision Profile	26	gate-candidate	migration	migration			Move only unique current facts, questions, constraints, sources, and partial client decisions into their owning documents; omit duplicated or stale stage summaries.	removed:retired-procedure
R0845	.agents/contracts/pipeline-reconciliation.md	Retiring the former Decision Profile	26	prohibition	migration	migration			Reusable rules belong in `.agents/`, never in another workspace checklist.	removed:retired-procedure
R0846	.agents/contracts/pipeline-reconciliation.md	Retiring the former Decision Profile	26	confirmation	migration	migration			Preserve whole-document approvals in source metadata; profile-only approval rows do not establish approval of a complete document.	removed:retired-procedure
R0847	.agents/contracts/pipeline-reconciliation.md	Retiring the former Decision Profile	34	migration	migration	migration			Remove the retired source, template bindings, index entries, `uses` references, and obsolete review fingerprints after reconciling its consumers.	removed:retired-procedure
R0848	.agents/contracts/pipeline-reconciliation.md	Retiring the former Decision Profile	34	method	migration	migration			Preserve remaining semantic dependencies and unresolved impact.	removed:retired-procedure
R0849	.agents/contracts/pipeline-reconciliation.md	Retiring the former Decision Profile	34	migration	migration	migration			If an old cursor names `decision-profile`, route it to the earliest affected owning document in `00-business` or a later stage; do not infer completion from deleting the file.	removed:retired-procedure
R0850	.agents/contracts/pipeline-reconciliation.md	Retiring the former Decision Profile	34	gate-candidate	migration	migration			Empty startup overrides and atomic product-catalog inheritance remain unchanged.	removed:retired-procedure
R0851	.agents/contracts/pipeline-reconciliation.md	Retiring standalone Business	43	workflow	migration	migration			Apply `product-models.md` before accepting an old cursor or stage completion.	removed:retired-procedure
R0852	.agents/contracts/pipeline-reconciliation.md	Retiring standalone Business	43	inheritance	migration	migration			Inspect the active layer's old Business, Product Overview, Research, Sales, custom pages and bindings.	removed:retired-procedure
R0853	.agents/contracts/pipeline-reconciliation.md	Retiring standalone Business	43	method	migration	migration			Make a section/field transfer map before deleting anything.	removed:retired-procedure
